resonance,energy,part3_absT2,bw_theta_0.05,bw_theta_0.10,bw_theta_0.15,bw_theta_0.20,bw_theta_0.25
2,1.3636097693179,0.247844480816892,0.152520919857265,0.152520951233696,0.152520951729241,0.152520946271374,0.152520953200029
2,1.36376541134125,0.24658698684574,0.151421539377556,0.15142157101214,0.151421571499183,0.151421566079633,0.151421572975652
2,1.36392105336459,0.245340943642586,0.150333305458364,0.150333337343415,0.150333337822088,0.150333332440507,0.150333339304009
2,1.36407669538794,0.244106197204041,0.149256078433782,0.149256110561778,0.149256111032213,0.149256105688255,0.149256112519359
2,1.36423233741128,0.242882703811867,0.148189720616993,0.148189752980571,0.148189753442897,0.14818974813622,0.14818975493505
2,1.36438797943463,0.241670699023959,0.1471340962715,0.147134128863454,0.147134129317797,0.147134124048063,0.147134130814741
2,1.36454362145798,0.240470555636003,0.146089071582699,0.146089104395974,0.146089104842459,0.146089099609333,0.146089106343985
2,1.36469926348132,0.239281217884941,0.145054514629814,0.145054547657507,0.145054548096257,0.145054542899406,0.145054549602158
2,1.36485490550467,0.238102567013019,0.144030295358161,0.144030328593513,0.144030329024649,0.144030323863743,0.144030330534725
2,1.36501054752802,0.236934485713744,0.143016285551768,0.143016318988168,0.143016319411808,0.143016314286522,0.143016320925863
2,1.36516618955136,0.235776858125327,0.142012358806345,0.142012392437318,0.14201239285358,0.142012387763592,0.142012394371422
2,1.36532183157471,0.234629822199713,0.141018390502582,0.141018424321794,0.141018424730792,0.141018419675782,0.141018426252233
2,1.36547747359805,0.233494173546639,0.140034257779815,0.140034291781066,0.140034292182913,0.140034287162565,0.140034293707772
2,1.3656331156214,0.232368461844513,0.139059839510017,0.13905987368724,0.139059874082047,0.139059869096048,0.139059875610143
2,1.36578875764475,0.231252730487013,0.138095016272146,0.138095050619402,0.138095051007278,0.138095046055318,0.138095052538438
2,1.36594439966809,0.230146870977343,0.137139670326822,0.137139704838302,0.137139705219354,0.137139700301126,0.137139706753406
2,1.36610004169144,0.229050776160091,0.136193685591352,0.136193720261368,0.136193720635702,0.136193715750903,0.13619372217248
2,1.36625568371479,0.227964713592063,0.135256947615093,0.135256982438081,0.135256982805802,0.13525697795413,0.135256984345142
2,1.36641132573813,0.22688900951995,0.134329343555143,0.134329378525658,0.134329378886866,0.134329374068024,0.13432938042861
2,1.36656696776148,0.225822733911234,0.133410762152378,0.133410797265091,0.133410797619888,0.133410792833581,0.13341079916388
2,1.36672260978482,0.224765071790077,0.132501093707814,0.132501128957509,0.132501129305994,0.13250112455193,0.132501130852083
2,1.36687825180817,0.22371806293774,0.131600230059289,0.131600265440867,0.131600265783136,0.131600261061026,0.131600267331172
2,1.36703389383152,0.222679468101916,0.1307080645585,0.130708100066966,0.130708100403117,0.130708095712674,0.130708101952955
2,1.36718953585486,0.221650246650959,0.129824492048328,0.129824527678799,0.129824528008924,0.129824523349867,0.129824529560424
2,1.36734517787821,0.220630715279643,0.128949408840517,0.128949444588214,0.128949444912406,0.128949440284453,0.128949446465428
2,1.36750081990156,0.219620000279544,0.128082712693655,0.1280827485539,0.128082748872251,0.128082744275125,0.128082750426661
2,1.3676564619249,0.218618007659044,0.127224302791466,0.127224338759685,0.127224339072283,0.127224334505709,0.127224340627949
2,1.36781210394825,0.217624644586485,0.126374079721436,0.126374115793153,0.126374116100087,0.126374111563794,0.12637411765688
2,1.3679677459716,0.216639819352073,0.12553194545373,0.125531981624564,0.125531981925921,0.125531977419639,0.125531983483715
2,1.36812338799494,0.215663758263997,0.124697803320423,0.12469783958609,0.124697839881955,0.124697835405418,0.124697841440627
2,1.36827903001829,0.214696768562709,0.123871557995039,0.123871594351348,0.123871594641805,0.123871590194749,0.123871596201236
2,1.36843467204163,0.213738028924177,0.123053115472382,0.123053151915233,0.123053152200364,0.123053147782528,0.123053153760437
2,1.36859031406498,0.212787452373409,0.122242383048677,0.122242419574058,0.122242419853944,0.12224241546507,0.122242421414544
2,1.36874595608833,0.211844952994889,0.121439269301987,0.121439305905974,0.121439306180696,0.121439301820528,0.121439307741711
2,1.36890159811167,0.210910445917821,0.120643684072944,0.120643720751699,0.120643721021335,0.120643716689619,0.120643722582657
2,1.36905724013502,0.209984139462337,0.11985553844575,0.119855575195519,0.119855575460146,0.119855571156632,0.119855577021668
2,1.36921288215837,0.209066331577087,0.119074744729468,0.119074781546578,0.119074781806272,0.119074777530712,0.119074783367891
2,1.36936852418171,0.208156135933533,0.1183012164396,0.118301253320458,0.118301253575294,0.118301249327443,0.118301255136909
2,1.36952416620506,0.207253813110491,0.117534868279928,0.117534905221021,0.117534905471073,0.117534901250688,0.117534907032584
2,1.3696798082284,0.206358942481155,0.11677561612465,0.116775653122543,0.116775653367883,0.116775649174723,0.116775654929195
2,1.36983545025175,0.205471559168726,0.116023377000772,0.116023414052103,0.116023414292802,0.116023410126629,0.11602341585382
2,1.3699910922751,0.204591855031222,0.115278069070765,0.115278106172247,0.115278106408376,0.115278102268954,0.115278107969008
2,1.37014673429844,0.203720118904126,0.114539611615502,0.114539648763921,0.114539648995549,0.114539644882645,0.114539650555706
2,1.37030237632179,0.202855623446614,0.113807925017441,0.113807962209654,0.113807962436848,0.113807958350231,0.113807963996443
2,1.37045801834514,0.201998294092799,0.113082930744073,0.113082967977006,0.113082968199834,0.113082964139276,0.113082969758781
2,1.37061366036848,0.201148057180792,0.112364551331624,0.112364588602271,0.112364588820798,0.112364584786072,0.112364590379014
2,1.37076930239183,0.200304839924826,0.111652710368996,0.111652747674419,0.11165274788871,0.111652743879592,0.111652749446114
2,1.37092494441517,0.199468819125019,0.11094733248198,0.110947369819304,0.110947370029422,0.110947366045691,0.110947371585936
2,1.37108058643852,0.198640274699687,0.110248343317683,0.110248380684098,0.110248380890107,0.110248376931543,0.110248382445652
2,1.37123622846187,0.197818521435489,0.109555669529218,0.109555706921978,0.109555707123938,0.109555703190325,0.10955570867844
2,1.37139187048521,0.19700349023824,0.108869238760624,0.108869276177043,0.108869276375016,0.108869272466138,0.108869277928402
2,1.37154751250856,0.196195112846658,0.108188979632015,0.108189017069466,0.108189017263511,0.108189013379156,0.108189018815709
2,1.37170315453191,0.195393321813169,0.107514821724966,0.107514859180884,0.10751485937106,0.107514855511016,0.107514860922
2,1.37185879655525,0.194598280134147,0.106846695568123,0.106846733039998,0.106846733226363,0.106846729390423,0.106846734775978
2,1.3720144385786,0.193810259029036,0.106184532623043,0.106184570108423,0.106184570291034,0.106184566478991,0.106184571839257
