E,T_real,T_imag,R_real,R_imag,absT2,absR2,unitarity_error
0.6215081398462545,0.0014348088204641002,-0.10824064574236938,-0.9940363570313543,-0.013176677933481802,0.011718096067076392,0.9882819039415286,8.604894574659738e-12
0.6215131429732088,0.0015238211876140667,-0.10725819432898977,-0.9941297101270207,-0.014123638095581134,0.011506642281727153,0.9884933577102891,7.983724792381963e-12
0.6215181461001632,0.0016093387738455264,-0.1062933147054576,-0.994219567137321,-0.015053026601676789,0.011300858722362453,0.9886991412885928,1.0955236717791195e-11
0.6215231492271175,0.0016915051042860198,-0.10534554493115286,-0.9943060715891185,-0.015965305372545858,0.011100545026359373,0.9888994549746241,9.834355552129637e-13
0.6215281523540719,0.0017704569615145814,-0.10441443886391913,-0.9943893602635299,-0.016860920576721936,0.010905509561119683,0.9890944904480069,9.126477351628637e-12
0.6215331554810262,0.001846324629025424,-0.10349956582162798,-0.9944695634454221,-0.017740302877057974,0.010715569039901247,0.989284430965498,5.399236613357061e-12
0.6215381586079806,0.001919232356789246,-0.10260050936801135,-0.9945468053832751,-0.01860386871931145,0.010530547975414735,0.9894694520294033,4.817923837663329e-12
0.621543161734935,0.0019892986085843973,-0.1017168671790373,-0.9946212045421015,-0.019452020422542494,0.010350278377672028,0.9896497216232998,9.71889235756862e-13
0.6215481648618892,0.0020566363991221938,-0.10084825033030403,-0.9946928739365327,-0.020285146913201473,0.010174599347961862,0.9898254006454089,6.629252702339272e-12
0.6215531679888436,0.0021213535832131382,-0.09999428288000645,-0.9947619214211234,-0.021103624130758013,0.01000335674971176,0.9899966432608973,1.0609069178713071e-11
0.6215581711157979,0.002183553123762105,-0.09915460065784715,-0.9948284499580029,-0.021907816255747,0.009836402735861434,0.9901635972589382,5.200395669646696e-12
0.6215631742427523,0.0022433333502223513,-0.09832885200621526,-0.9948925578782662,-0.022698074931095616,0.009673595681380402,0.9903264043271371,8.517631044924201e-12
0.6215681773697066,0.0023007881798502087,-0.09751669610181969,-0.9949543390982729,-0.023474740987827827,0.009514799644863195,0.9904852003549264,2.1038726316646716e-13
0.621573180496661,0.002356007374278558,-0.0967178034201271,-0.9950138833795982,-0.024238143951696645,0.009359884269162006,0.9906401157403719,9.53392920166607e-12
0.6215781836236154,0.002409076730052049,-0.09593185447425016,-0.9950712765185681,-0.02498860331088996,0.009208724353559988,0.9907912756477216,1.2816414596272807e-12
0.6215831867505697,0.002460078280486554,-0.09515854030118594,-0.9951266005500518,-0.02572642801480191,0.009061199777398552,0.9909388002207032,1.8982593275040927e-12
0.6215881898775241,0.0025090904992592636,-0.09439756136100158,-0.9951799339465093,-0.026451917617269668,0.00891719512603753,0.9910828048754093,1.446842645691504e-12
0.6215931930044784,0.0025561884649805424,-0.09364862740534044,-0.9952313517862187,-0.02716536236893402,0.00877659951437278,0.9912234004908599,5.232703159663288e-12
0.6215981961314327,0.0026014440284568706,-0.0929114570903958,-0.995280925920581,-0.027867043605549695,0.008639306369693654,0.9913606936206429,9.663381206337363e-12
0.621603199258387,0.0026449259832545015,-0.09218577809472163,-0.9953287251431555,-0.02855723365184445,0.008505213316386153,0.9914947866889454,5.331513008854927e-12
0.6216082023853414,0.0026867002033806645,-0.09147132568957063,-0.9953748153276845,-0.02923619723701931,0.00837422178139035,0.991625778217504,1.1056711102241934e-12
0.6216132055122957,0.002726829786366635,-0.090767843790229,-0.9954192595724102,-0.029904190440200054,0.00824623706701123,0.9917537629335689,5.802025526691068e-13
0.6216182086392501,0.0027653752006129833,-0.09007508356544132,-0.9954621183455393,-0.030561462097523664,0.008121167979321402,0.9918788320265268,5.8482108045154746e-12
0.6216232117662045,0.002802394388494501,-0.08939280372082896,-0.9955034495888806,-0.031208253505307287,0.007998926771379315,0.9920010732302126,1.5918377727075494e-12
0.6216282148931588,0.002837942909125135,-0.08872077018203806,-0.9955433088625065,-0.0318447987306144,0.007879428981649464,0.9921205710271017,8.751221969305334e-12
0.6216332180201132,0.0028720740338372265,-0.08805875548625462,-0.9955817494364835,-0.03247132524762367,0.007762593227043822,0.992237406774346,1.389777182225771e-12
0.6216382211470675,0.0029048388607676515,-0.0874065391787168,-0.9956188224099621,-0.03308805350401904,0.00764834118000758,0.9923516588216849,1.6924239787385886e-12
