profile,basis_size_J,box_length_L,quadrature_points_N,bound_energy,first_state_index,first_energy,first_energy_minus_part3,first_barrier_probability,first_wide_probability_abs_x_le_12,second_state_index,second_energy,second_energy_minus_part3,second_barrier_probability,second_wide_probability_abs_x_le_12
baseline,400,200.0,2401,-0.297959637856474,67,0.620972220434375,1.91773437507869e-06,0.991950742798969,0.995442661911191,100,1.33028104932414,0.00145710262414145,0.489653349902919,0.558087685045372
smaller_J,200,200.0,2401,-0.297814946693035,67,0.621908146971891,0.000937844271891031,0.99183490965604,0.995363864306724,100,1.33155475895015,0.00273081225015459,0.487555470666446,0.559252528486163
shorter_L,200,160.0,2401,-0.297956740948701,53,0.621012129129117,4.18264291174308e-05,0.992672294114154,0.996097191520128,80,1.34300779334754,0.0141838466475419,0.403536217705962,0.478634875219828
