L,integral,phi(0),absolute_difference,grid_step
10,0.00121665212674,0.00121931108202,2.65895528375e-06,0.00785237534354
100,0.00121908471716,0.00121931108202,2.26364860977e-07,0.000785391714118
1000,0.00121934804858,0.00121931108202,3.69665627158e-08,7.8539788257e-05
