energy,transmission,reflection,unitarity_error
0.422866666667,1.9748530593e-09,0.999999998028,3.04001268603e-12
0.4248,2.09084902978e-09,0.9999999979,9.16933196038e-12
0.426733333333,2.21404663318e-09,0.999999997795,8.97149021739e-12
0.428666666667,2.34492443957e-09,0.999999997653,2.13473683175e-12
0.4306,2.48399543771e-09,0.999999997509,6.72373268173e-12
0.432533333333,2.63180973824e-09,0.999999997362,6.31816821084e-12
0.434466666667,2.7889575089e-09,0.999999997222,1.05164765785e-11
0.4364,2.95607216611e-09,0.999999997047,2.5834889783e-12
0.438333333333,3.13383384547e-09,0.999999996865,1.62270197279e-12
0.440266666667,3.32297317985e-09,0.999999996672,4.93827201353e-12
0.4422,3.52427541329e-09,0.999999996474,1.23290266885e-12
0.444133333333,3.73858488568e-09,0.999999996263,1.55786494815e-12
0.446066666667,3.9668099236e-09,0.999999996044,1.11983755602e-11
0.448,4.20992817882e-09,0.999999995799,8.54649684356e-12
0.449933333333,4.46899245935e-09,0.99999999553,9.28812582401e-13
0.451866666667,4.74513710459e-09,0.999999995247,7.70594699162e-12
0.4538,5.03958495778e-09,0.99999999497,9.90763027175e-12
0.455733333333,5.35365500256e-09,0.999999994657,1.07993614051e-11
0.457666666667,5.68877072892e-09,0.999999994319,7.48245909676e-12
0.4596,6.04646931039e-09,0.999999993971,1.7484236281e-11
0.461533333333,6.42841167555e-09,0.999999993589,1.69695368868e-11
0.463466666667,6.83639357536e-09,0.999999993161,2.49988918455e-12
0.4654,7.27235775189e-09,0.999999992725,2.97728508514e-12
0.467333333333,7.73840733315e-09,0.999999992257,4.47009096405e-12
0.469266666667,8.23682059146e-09,0.99999999176,3.59401397532e-12
0.4712,8.77006721971e-09,0.999999991225,5.42332845299e-12
0.473133333333,9.34082629919e-09,0.999999990674,1.52240442475e-11
0.475066666667,9.95200615779e-09,0.999999990023,2.50088838527e-11
0.477,1.06067663409e-08,0.999999989408,1.47397649641e-11
0.478933333333,1.13085419415e-08,0.999999988701,9.79949454916e-12
0.480866666667,1.20610705828e-08,0.99999998793,9.179101923e-12
0.4828,1.28684223711e-08,0.999999987116,1.520295001e-11
0.484733333333,1.37350331835e-08,0.999999986272,7.08677561079e-12
0.486666666667,1.46657417191e-08,0.999999985347,1.26005872403e-11
0.4886,1.5665830779e-08,0.99999998433,4.42401670853e-12
0.490533333333,1.67410733272e-08,0.999999983259,2.11164419284e-13
0.492466666667,1.78977839518e-08,0.999999982096,6.61970478433e-12
0.4944,1.91428764428e-08,0.999999980864,6.55919762949e-12
0.496333333333,2.04839283039e-08,0.999999979514,1.88260518286e-12
0.498266666667,2.19292531473e-08,0.999999978085,1.37880817874e-11
0.5002,2.34879820479e-08,0.999999976507,5.09337017007e-12
0.502133333333,2.51701551304e-08,0.999999974821,8.83115802708e-12
0.504066666667,2.6986824822e-08,0.999999973017,4.29478674846e-12
0.506,2.89501724795e-08,0.999999971053,3.182787367e-12
0.507933333333,3.10736403334e-08,0.999999968926,6.10178574334e-13
0.509866666667,3.33720810483e-08,0.999999966622,5.57209833829e-12
0.5118,3.58619275588e-08,0.999999964146,7.54352136312e-12
0.513733333333,3.85613863149e-08,0.999999961441,2.70850009088e-12
0.515666666667,4.14906576044e-08,0.999999958512,2.58015830923e-12
0.5176,4.46721872733e-08,0.999999955325,2.69873012826e-12
0.519533333333,4.81309549394e-08,0.999999951876,6.83830769788e-12
0.521466666667,5.18948047515e-08,0.999999948102,3.52440299167e-12
0.5234,5.59948258384e-08,0.999999944008,2.560618384e-12
0.525333333333,6.0465791014e-08,0.999999939541,6.87472301308e-12
0.527266666667,6.53466639059e-08,0.999999934656,2.64899213676e-12
0.5292,7.06811867673e-08,0.99999992932,1.2037038033e-12
0.531133333333,7.65185636462e-08,0.999999923479,2.30748753438e-12
0.533066666667,8.29142566879e-08,0.999999917094,8.14104339497e-12
0.535,8.99309170823e-08,0.999999910076,6.49169606959e-12
0.536933333333,9.76394768154e-08,0.999999902355,5.41122702202e-12
0.538866666667,1.0612043319e-07,0.99999989388,7.04769576032e-13
0.5408,1.15465365355e-07,0.999999884534,2.41695552461e-13
0.542733333333,1.25778731112e-07,0.999999874231,9.77928849011e-12
0.544666666667,1.37180003862e-07,0.999999862823,3.46633832748e-12
0.5466,1.4980622404e-07,0.999999850191,3.21553894622e-12
0.548533333333,1.63815058138e-07,0.999999836184,5.41122702202e-13
0.550466666667,1.79388482193e-07,0.999999820611,6.61803944979e-13
0.5524,1.96737237697e-07,0.99999980326,2.61657362444e-12
0.554333333333,2.16106247931e-07,0.999999783901,7.61168905683e-12
0.556266666667,2.37781235443e-07,0.999999762215,3.87179177608e-12
0.5582,2.62096850855e-07,0.999999737904,8.33555446889e-13
0.560133333333,2.89446715335e-07,0.999999710543,1.05730979527e-11
0.562066666667,3.20295902781e-07,0.999999679705,9.69668789708e-13
0.564,3.55196554804e-07,0.999999644804,8.27782287161e-13
0.565933333333,3.94807549332e-07,0.999999605195,2.35544916904e-12
0.567866666667,4.39919457355e-07,0.999999560075,5.52469181514e-12
0.5698,4.91486458592e-07,0.999999508512,1.50857104586e-12
0.571733333333,5.50667500687e-07,0.99999944933,2.83828516245e-12
0.573666666667,6.18879859831e-07,0.999999381114,5.94346794003e-12
0.5756,6.97869520232e-07,0.999999302122,8.02558020041e-12
0.577533333333,7.8980462892e-07,0.999999210197,1.64490643328e-12
0.579466666667,8.97401011765e-07,0.999999102601,2.49644749317e-12
0.5814,1.02409284616e-06,0.999998975913,6.1992633249e-12
0.583333333333,1.17426788993e-06,0.999998825727,5.47384360061e-12
0.585266666667,1.35359651157e-06,0.999998646405,1.108890757e-12
0.5872,1.56949947517e-06,0.999998430501,3.65485419707e-13
0.589133333333,1.83182506508e-06,0.999998168179,3.8367087285e-12
0.591066666667,2.15384903305e-06,0.999997846152,1.3704593016e-12
0.593,2.55378468121e-06,0.999997446218,2.37232455902e-12
0.594933333333,3.05712152404e-06,0.999996942877,1.81810122513e-12
0.596866666667,3.70035223604e-06,0.999996299648,5.28022070512e-13
0.5988,4.53710973604e-06,0.999995462889,1.66633373766e-12
0.600733333333,5.64866323953e-06,0.999994351336,1.19770859897e-12
0.602666666667,7.16268380049e-06,0.999992837315,1.23401289187e-12
0.6046,9.28861079427e-06,0.999990711391,1.74793512997e-12
0.606533333333,1.23886925433e-05,0.999987611307,4.35318447956e-13
0.608466666667,1.71323816975e-05,0.999982867619,3.19744231092e-13
0.6104,2.48672271608e-05,0.99997513277,2.67508237783e-12
0.612333333333,3.86357200208e-05,0.999961364279,1.47470924361e-12
0.614266666667,6.6526515571e-05,0.999933473486,1.27564625529e-12
0.6162,0.000136273042919,0.999863726957,4.79616346638e-14
0.618133333333,0.000399572185706,0.999600427814,2.31037411424e-13
0.62,0.00352774937736,0.996472250629,5.99786886823e-12
0.620002,0.00354241951236,0.996457580485,2.29516405881e-12
0.620004,0.00355718068149,0.996442819315,3.62743168836e-12
0.620006,0.00357203362459,0.996427966376,5.30908650376e-13
0.620008,0.00358697912144,0.996413020875,3.91975341074e-12
0.62001,0.00360201792418,0.996397982077,1.05115915972e-12
0.620012,0.00361715081659,0.996382849181,2.4433788326e-12
0.620014,0.0036323785822,0.996367621419,1.04427577696e-12
0.620016,0.00364770201397,0.996352297983,3.31290550548e-12
0.620018,0.00366312191107,0.996336878089,2.79332112996e-13
0.62002,0.003678639085,0.996321360908,6.83664236334e-12
0.620022,0.00369425434746,0.996305745657,4.06918942986e-12
0.620024,0.00370996853243,0.996290031467,5.54445378498e-13
0.620026,0.00372578247114,0.996274217529,5.32685007215e-13
0.620028,0.00374169700488,0.996258302996,4.37427871702e-13
0.62003,0.00375771299346,0.996242287005,1.27520216608e-12
0.620032,0.00377383129526,0.996226168699,5.75139935677e-12
0.620034,0.00379005277453,0.996209947226,3.14193115969e-13
0.620036,0.00380637831831,0.996193621684,1.93445259811e-12
0.620038,0.00382280881447,0.996177191187,1.29429800211e-12
0.62004,0.00383934516561,0.996160654838,3.6832759065e-12
0.620042,0.00385598827506,0.99614401172,5.42677014437e-12
0.620044,0.00387273906537,0.996127260935,1.10578213253e-13
0.620046,0.00388959845939,0.996110401537,3.96094268496e-12
0.620048,0.0039065674027,0.996093432594,3.01358937804e-12
0.62005,0.00392364683145,0.996076353168,5.40789635295e-13
0.620052,0.00394083771683,0.996059162288,4.74509320725e-12
0.620054,0.00395814102924,0.99604185897,7.04325486822e-13
0.620056,0.00397555773298,0.996024442271,3.61000118687e-12
0.620058,0.00399308883563,0.996006911161,3.16469073169e-12
0.62006,0.00401073532675,0.995989264674,1.06137321154e-12
0.620062,0.00402849822264,0.995971501776,1.53821400062e-12
0.620064,0.00404637854512,0.995953621453,1.59017243817e-12
0.620066,0.00406437732925,0.995935622671,2.14717132963e-13
0.620066666667,0.0040704034315,0.995929596571,2.15205631093e-12
0.620068,0.00408249562644,0.995917504375,1.1270984146e-12
0.62007,0.00410073448816,0.995899265506,6.08246786271e-12
0.620072,0.00411909497188,0.995880905029,6.3660188232e-13
0.620074,0.00413757818453,0.995862421814,1.29962707263e-12
0.620076,0.00415618519269,0.995843814809,1.59561253099e-12
0.620078,0.00417491712217,0.995825082878,2.60236276972e-13
0.62008,0.00419377508051,0.99580622492,2.14939177567e-13
0.620082,0.00421276019683,0.995787239804,9.96092097694e-13
0.620084,0.00423187361586,0.995768126388,3.44324568857e-12
0.620086,0.00425111649654,0.995748883503,7.9936057773e-15
0.620088,0.00427048999766,0.995729509999,2.93776114546e-12
0.62009,0.0042899953109,0.995710004687,1.95865546004e-12
0.620092,0.00430963362257,0.995690366381,3.82893716733e-12
0.620094,0.00432940615115,0.995670593851,1.89315230159e-12
0.620096,0.00434931411283,0.995650685885,1.78368431136e-12
0.620098,0.0043693587383,0.995630641266,4.4815262612e-12
0.6201,0.0043895412925,0.995610458705,2.6059154834e-12
0.620102,0.00440986302093,0.995590136979,6.99440505514e-15
0.620104,0.00443032521765,0.995569674779,3.79918319027e-12
0.620106,0.00445092916737,0.995549070836,3.09041681135e-12
0.620108,0.00447167618425,0.99552832382,4.73621142305e-12
0.62011,0.00449256759514,0.995507432409,4.58633131473e-12
0.620112,0.00451360473318,0.995486395268,1.50079948469e-12
0.620114,0.00453478895257,0.995465211047,2.01727523574e-13
0.620116,0.00455612162918,0.995443878362,8.34288194085e-12
0.620118,0.0045776041395,0.995422395861,3.47055717498e-13
0.62012,0.00459923789611,0.995400762103,1.38744571387e-12
0.620122,0.00462102430855,0.995378975692,2.0872192863e-13
0.620124,0.00464296481967,0.995357035179,1.43240974637e-12
0.620126,0.00466506087918,0.995334939117,3.53328477587e-12
0.620128,0.00468731395362,0.995312686051,4.44644321362e-12
0.62013,0.00470972553992,0.995290274458,1.89448456922e-12
0.620132,0.00473229712911,0.995267702874,2.6689761512e-12
0.620134,0.00475503025465,0.995244969747,1.2940759575e-12
0.620136,0.00477792644937,0.995222073545,5.87485615711e-12
0.620138,0.00480098727397,0.995199012727,1.02384767331e-12
0.62014,0.00482421430946,0.99517578569,7.35966843024e-13
0.620142,0.00484760915045,0.995152390845,4.50484094472e-12
0.620144,0.00487117340439,0.995128826596,3.18856052672e-13
0.620146,0.00489490871965,0.995105091282,2.12829753821e-12
0.620148,0.00491881674083,0.995081183263,3.81183973275e-12
0.62015,0.00494289914781,0.995057100861,9.06852370974e-12
0.620152,0.00496715763358,0.995032842367,1.01119113083e-12
0.620154,0.00499159392277,0.995008406073,4.08839628818e-12
0.620156,0.00501620973034,0.994983790266,3.97160082599e-12
0.620158,0.00504100682711,0.99495899317,2.4343860261e-12
0.62016,0.00506598699195,0.994934013009,1.14286358155e-12
0.620162,0.00509115202711,0.994908847971,1.59916524467e-12
0.620164,0.00511650375929,0.994883496232,8.22675261247e-12
0.620166,0.0051420440163,0.994857955987,3.4086067302e-12
0.620168,0.00516777468857,0.99483222531,9.96203119996e-13
0.62017,0.00519369765231,0.99480630235,2.60946819708e-12
0.620172,0.00521981483544,0.994780185164,6.86450896126e-13
0.620174,0.00524612816461,0.994753871833,2.28528307389e-12
0.620176,0.0052726396054,0.994727360402,7.29172278113e-12
0.620178,0.00529935115169,0.994700648852,3.38706840353e-12
0.62018,0.00532626481935,0.994673735184,3.27271543199e-12
0.620182,0.00535338263266,0.994646617362,4.96702678987e-12
0.620184,0.00538070665743,0.994619293348,5.10036457513e-12
0.620186,0.00540823899353,0.99459176101,3.86446430412e-12
0.620188,0.00543598174575,0.994564018255,7.89590615113e-13
0.62019,0.00546393706974,0.994536062925,4.89741580623e-12
0.620192,0.00549210712386,0.994507892871,4.99500441009e-12
0.620194,0.0055204941083,0.994479505894,2.11608508494e-12
0.620196,0.00554910025955,0.99445089974,2.47579734491e-13
0.620198,0.00557792781378,0.99442207219,3.55759866011e-12
0.6202,0.00560697907527,0.994393020922,3.0839775178e-12
0.620202,0.00563625634442,0.994363743658,2.74358313845e-12
0.620204,0.00566576196494,0.994334238039,3.85602660913e-12
0.620206,0.0056954983157,0.994304501686,1.98174809896e-12
0.620208,0.00572546779292,0.994274532208,5.38902256153e-13
0.62021,0.0057556728441,0.994244327154,1.8167689575e-12
0.620212,0.00578611593012,0.994213884066,3.67095243092e-12
0.620214,0.00581679953796,0.994183200462,1.14575016141e-13
0.620216,0.00584772621882,0.994152273784,3.04867242562e-12
0.620218,0.00587889853119,0.994121101469,2.53463916522e-13
0.62022,0.0059103190771,0.994089680928,5.08704189883e-12
0.620222,0.00594199048609,0.994058009509,4.62874183427e-12
0.620224,0.00597391542793,0.994026084569,3.38440386827e-12
0.620226,0.00600609660792,0.993993903394,1.58073554246e-12
0.620228,0.00603853676383,0.993961463241,4.35496083639e-12
0.62023,0.00607123869094,0.993928761303,6.40387742834e-12
0.620232,0.00610420518201,0.993895794814,3.84325904434e-12
0.620234,0.00613743910184,0.993862560893,4.72588634892e-12
0.620236,0.00617094332144,0.99382905668,1.16906484493e-12
0.620238,0.00620472078882,0.993795279218,7.03836988691e-12
0.62024,0.00623877448201,0.99376122552,1.70663483345e-12
0.620242,0.00627310739036,0.993726892609,1.11588516205e-12
0.620244,0.0063077225662,0.993692277444,1.04252162458e-11
0.620246,0.00634262312571,0.99365737687,4.06785716223e-12
0.620248,0.00637781217997,0.993622187817,2.78932432707e-12
0.62025,0.00641329290347,0.993586707098,1.49502632496e-12
0.620252,0.00644906853242,0.993550931472,4.38915570555e-12
0.620254,0.00648514234017,0.993514857656,3.34765548615e-12
0.620256,0.00652151761326,0.99347848239,3.43725048424e-12
0.620258,0.00655819772869,0.993441802278,6.66711130748e-12
0.62026,0.00659518608308,0.993404813914,2.53885801271e-12
0.620262,0.00663248613448,0.993367513863,2.78743694793e-12
0.620264,0.00667010137072,0.993329898622,6.83963996551e-12
0.620266,0.0067080353456,0.993291964654,3.90132370853e-13
0.620268,0.00674629165923,0.993253708345,4.165778833e-12
0.62027,0.00678487396167,0.99321512605,1.12383435891e-11
0.620272,0.0068237859589,0.993176214034,6.73539002349e-12
0.620274,0.00686303139213,0.993136968607,1.33426603099e-12
0.620276,0.00690261408797,0.993097385906,6.46227515944e-12
0.620278,0.00694253788488,0.993057462125,9.56323908952e-12
0.62028,0.00698280672078,0.993017193275,4.30822044706e-12
0.620282,0.00702342454812,0.992976575461,9.58322310396e-12
0.620284,0.00706439542809,0.992935604576,3.58935103861e-12
0.620286,0.00710572342287,0.992894276576,9.5445873427e-13
0.620288,0.00714741268247,0.992852587322,4.04720701397e-12
0.62029,0.00718946742317,0.992810532577,1.74971148681e-13
0.620292,0.00723189191595,0.992768108085,1.07203135258e-12
0.620294,0.00727469048022,0.992725309511,8.73412453473e-12
0.620296,0.0073178675313,0.992682132467,1.72917236085e-12
0.620298,0.00736142750737,0.992638572491,1.53499435385e-12
0.6203,0.00740537493128,0.992594625074,5.2478021928e-12
0.620302,0.00744971441854,0.99255028558,1.62869717713e-12
0.620304,0.00749445060586,0.992505549398,3.50541817795e-12
0.620306,0.0075395882528,0.992460411746,1.09168230011e-12
0.620308,0.00758513212177,0.992414867877,8.07798272717e-13
0.62031,0.00763108710739,0.992368912891,1.34459110512e-12
0.620312,0.00767745814238,0.992322541864,6.53543885676e-12
0.620314,0.00772425027717,0.99227574972,2.76767497809e-12
0.620316,0.00777146855448,0.992228531452,6.02295990859e-12
0.620318,0.00781911817914,0.992180881829,8.61022364518e-12
0.62032,0.00786720439563,0.992132795612,7.24575954791e-12
0.620322,0.00791573254508,0.992084267453,1.47060141842e-12
0.620324,0.00796470802308,0.992035291975,1.56774593307e-12
0.620326,0.00801413632125,0.991985863672,6.70952182702e-12
0.620328,0.00806402302143,0.991935976979,1.05915276549e-13
0.62033,0.00811437378984,0.991885626217,6.46038778029e-12
0.620332,0.008165194381,0.991834805617,1.54731782942e-12
0.620334,0.00821649063841,0.991783509354,7.8672623971e-12
