state_index_zero_based,energy
0,-0.297959602769615
1,0.00172887843069467
2,0.00172887845862603
3,0.00691274431262347
4,0.00691274443011881
5,0.015543375192812
6,0.0155433754804436
7,0.0276073493689899
8,0.0276073499448007
9,0.0430864566994947
10,0.0430864577486364
11,0.0619582470007014
12,0.0619582488260732
13,0.0841966871316077
14,0.0841966902439889
15,0.109772888040879
16,0.109772893324261
17,0.138655854388442
18,0.138655863412301
19,0.170813203950991
